Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
pet friendly apartments near van dorn metro,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments seminary hill,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
questions to ask on an apartment tour,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,7,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
renters insurance cost alexandria,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
renting with pets in alexandria,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
second floor vs first floor apartment,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,6,Long Tail,No,No local relevance,Generated (AEO)
seminary hill apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
seminary towers pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Seminary Towers),Alexandria,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
seminary towers reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Seminary Towers),Alexandria,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
seminary towers vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Seminary Towers),Alexandria,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
short term furnished apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
sinclaire on seminary pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Sinclaire on Seminary),Alexandria,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
sinclaire on seminary reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Sinclaire on Seminary),Alexandria,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
sinclaire on seminary vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Sinclaire on Seminary),Alexandria,Yes,Yes,T2,6,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
southern towers pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Southern Towers),Alexandria,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
southern towers reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Southern Towers),Alexandria,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
southern towers vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Southern Towers),Alexandria,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 1 bedroom apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 2 bedroom apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 3 bedroom apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious studio apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments alexandria under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Alexandria,Yes,Yes,T2,5,Long Tail,No,No article intent,Generated (AEO)
studio apartments duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments for rent alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near old town alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near pentagon,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near van dorn metro,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments seminary hill,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio pet friendly apartments alexandria,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
the fields of alexandria pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (The Fields of Alexandria),Alexandria,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
the fields of alexandria reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (The Fields of Alexandria),Alexandria,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
the fields of alexandria vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (The Fields of Alexandria),Alexandria,Yes,Yes,T2,7,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
tour checklist apartment alexandria,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes duke street corridor,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes seminary hill,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes west end alexandria,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
utilities cost alexandria apartment,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
west end alexandria apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what credit score do you need to rent in alexandria,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,10,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what does rent include at apartments in alexandria,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,8,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what floor plans does foxchase of alexandria offer,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,8,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what salary do you need to live in alexandria,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Alexandria,Yes,Yes,T2,9,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
where is foxchase of alexandria located,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with smart home technology alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Tech amenity differentiator,Generated (Research)
apartments with wifi included alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Utility-inclusive differentiator,Generated (Research)
wifi included apartments alexandria va,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Utility-inclusive differentiator,Generated (Research)
apartments with tennis court alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Amenity differentiator,Generated (Research)
apartments with hot tub alexandria va,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Amenity differentiator,Generated (Research)
apartments with playground alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Family-friendly differentiator,Generated (Research)
family friendly apartments alexandria va,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Lifestyle keyword,Generated (Research)
apartments near inova alexandria hospital,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments near pentagon alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments near mark center alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments near uspto alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments on 88 wooded acres alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Unique property differentiator,Generated (Research)
wooded apartments alexandria va,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Setting differentiator,Generated (Research)
apartments with quartz countertops alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Interior feature keyword,Generated (Research)
apartments with custom closets alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Interior feature keyword,Generated (Research)
apartments with stainless steel appliances alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Interior feature keyword,Generated (Research)
apartments near fort ward park alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Recreation proximity keyword,Generated (Research)
apartments near port city brewing alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,6,Long Tail,Yes,Entertainment proximity keyword,Generated (Research)
apartments with multiple pools alexandria,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Unique amenity differentiator (4 pools),Generated (Research)
foxchase floor plans,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,3,Quick Win,Yes,Brand informational keyword,Generated (Research)
foxchase alexandria reviews,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,3,Quick Win,Yes,Brand reputation keyword,Generated (Research)
foxchase alexandria pricing,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,3,Quick Win,Yes,Brand transactional keyword,Generated (Research)
foxchase townhomes for rent,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,4,Quick Win,Yes,Brand property type keyword,Generated (Research)
foxchase pet policy,0,0,0.0,0.0,Very Easy,Navigational,Branded,Alexandria,Yes,Yes,T2,3,Quick Win,Yes,Brand pet policy keyword,Generated (Research)
apartments near i-395 alexandria,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,4,Long Tail,Yes,Commuter proximity keyword,Generated (Research)
apartments near i-95 alexandria va,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Alexandria,Yes,Yes,T2,5,Long Tail,Yes,Commuter proximity keyword,Generated (Research)
apartments 22304 alexandria,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Alexandria,No,Yes,T2,3,Long Tail,Yes,Zip code search keyword,Generated (Research)
apartments under 10 miles from dc alexandria,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Alexandria,Yes,Yes,T2,8,Long Tail,Yes,DC commuter keyword,Generated (Research)
