Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
apartments with sand volleyball raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Amenity differentiator,Generated (Research)
apartments with fire pit raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Amenity differentiator,Generated (Research)
apartments with yoga studio raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Amenity differentiator,Generated (Research)
apartments with game room raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Amenity differentiator,Generated (Research)
apartments with childrens playroom raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Family amenity differentiator,Generated (Research)
apartments with bark park raleigh,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Pet amenity differentiator,Generated (Research)
apartments with pet wash station raleigh,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Pet amenity differentiator,Generated (Research)
family friendly apartments raleigh nc,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Lifestyle keyword,Generated (Research)
new construction apartments raleigh nc,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Construction differentiator,Generated (Research)
newly built apartments raleigh,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Raleigh,No,Yes,T2,4,Long Tail,Yes,Construction differentiator,Generated (Research)
apartments near ibm raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,4,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments near red hat raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments near cisco research triangle park,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments near wake tech raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Education proximity keyword,Generated (Research)
apartments near pullen park raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Recreation proximity keyword,Generated (Research)
apartments near museum of natural sciences raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,7,Long Tail,Yes,Attraction proximity keyword,Generated (Research)
apartments with granite countertops raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Interior feature keyword,Generated (Research)
apartments with 9 foot ceilings raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Interior feature keyword,Generated (Research)
apartments with built in desk raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,6,Long Tail,Yes,Interior feature keyword,Generated (Research)
apartments with private patio raleigh,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Interior feature keyword,Generated (Research)
apartments 27610 raleigh,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,No,Yes,T2,3,Long Tail,Yes,Zip code search keyword,Generated (Research)
northeast raleigh apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Submarket keyword,Generated (Research)
resort style apartments raleigh nc,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Lifestyle keyword,Generated (Research)
villages at raleigh beach floor plans,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Brand informational keyword,Generated (Research)
villages at raleigh beach reviews,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Brand reputation keyword,Generated (Research)
villages at raleigh beach pricing,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,5,Quick Win,Yes,Brand transactional keyword,Generated (Research)
villages at raleigh beach pet policy,0,0,0.0,0.0,Very Easy,Navigational,Branded,Raleigh,Yes,Yes,T2,6,Quick Win,Yes,Brand pet policy keyword,Generated (Research)
apartments near unc health raleigh,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments near downtown raleigh 27610,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Raleigh,Yes,Yes,T2,5,Long Tail,Yes,Location-specific keyword,Generated (Research)
