Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
apartments for rent in south jacksonville fl,90,31,3.93,62.1,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
jacksonville beach apartment,90,32,1.88,61.2,Medium,Commercial,City + Apartments,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
apartments for rent jacksonville fl under $1000,70,15,0.95,59.5,Very Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,7,Long Tail,No,No article intent,Semrush
new apartments in jacksonville,110,46,2.22,59.4,Hard,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments for rent san marco jacksonville,90,37,2.27,56.7,Medium,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
pet friendly apartments for rent in jacksonville fl,70,19,0.89,56.7,Easy,Commercial,Pet Friendly,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Local intent,Semrush
studio apartments for rent jacksonville,70,20,0.94,56.0,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments on beach boulevard,90,38,1.74,55.8,Medium,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
apartments for rent in northside jacksonville,70,26,1.67,51.8,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
luxury apartments for rent in jacksonville fl,70,27,2.89,51.1,Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
one bedroom apartments for rent in jacksonville fl,70,27,2.76,51.1,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Local intent,Semrush
cheap apartments for rent in jacksonville,70,30,0.71,49.0,Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
apartments for rent under 1000 in jacksonville fl,50,10,0.0,45.0,Very Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,8,Long Tail,No,No article intent,Semrush
apartments for rent under 800 in jacksonville fl,50,10,0.0,45.0,Very Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Local intent,Semrush
2 bedroom apartments for rent jacksonville,50,12,4.15,44.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
jacksonville 2 bedroom apartments for rent,50,19,4.6,40.5,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
apartments for rent in jacksonville fl with virtual tours,40,0,0.0,40.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,9,Long Tail,Yes,Local intent,Semrush
jacksonville studio apartment for rent,50,20,0.98,40.0,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments for rent mandarin jacksonville,70,45,2.14,38.5,Medium,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,5,Long Tail,No,Wrong market/submarket,Semrush
apartments for rent in riverside jacksonville fl,50,24,1.27,38.0,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,7,Long Tail,No,Wrong market/submarket,Semrush
2 bedroom apartments for rent in jacksonville,40,12,4.15,35.2,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
apartments for rent northside jacksonville fl,50,31,2.14,34.5,Medium,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
apartments near town center jacksonville,70,51,2.53,34.3,Hard,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
2 bedroom apartment for rent jacksonville,40,16,4.15,33.6,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
jacksonville furnished apartments for rent,40,19,1.88,32.4,Easy,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
apartments for rent in jacksonville fl 32225,40,22,1.88,31.2,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,7,Long Tail,No,Wrong market/submarket,Semrush
two bedroom apartment for rent jacksonville,40,22,4.15,31.2,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
furnished apartments in jacksonville fl for rent,40,23,1.88,30.8,Easy,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
apartments for rent mandarin jacksonville fl,40,28,1.92,28.8,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
2 bedroom apartments for rent jacksonville fl,30,11,4.15,26.7,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Local intent,Semrush
short term lease jacksonville fl,30,12,1.92,26.4,Very Easy,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
1 bedroom apartments for rent jacksonville,30,17,2.76,24.9,Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Local intent,Semrush
apartments for rent avondale jacksonville fl,30,18,2.04,24.6,Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Semrush
apartments with garages jacksonville fl,30,23,2.22,23.1,Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Local intent,Semrush
gated apartments jacksonville fl,20,0,2.38,20.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Local intent,Semrush
is east arlington jacksonville safe,20,0,0,20.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,5,Long Tail,No,Wrong market/submarket,Semrush
lux at sorrel reviews,20,0,0,20.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,4,Quick Win,Yes,Own brand,Semrush
sorrel apartments reviews,20,0,0,20.0,Very Easy,Navigational,Branded,Jacksonville,No,Yes,T2,3,Quick Win,Yes,Own brand,Semrush
1 bedroom apartments east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,5,Long Tail,No,Wrong market/submarket,Generated (AEO)
1 bedroom apartments jacksonville under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,6,Long Tail,No,No article intent,Generated (AEO)
1 bedroom apartments kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments near beach blvd,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments near jacksonville beaches,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments near mayo clinic,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments near st johns town center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments near unf,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom apartments st johns town center,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
1 bedroom pet friendly apartments jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,5,Long Tail,No,Wrong market/submarket,Generated (AEO)
2 bedroom apartments jacksonville under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,6,Long Tail,No,No article intent,Generated (AEO)
2 bedroom apartments kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments near mayo clinic,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments near st johns town center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments near unf,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom apartments st johns town center,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
2 bedroom pet friendly apartments jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
3 bedroom apartments for rent jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
3 bedroom apartments jacksonville under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,6,Long Tail,No,No article intent,Generated (AEO)
3 bedroom apartments near mayo clinic,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
3 bedroom apartments near st johns town center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
3 bedroom apartments near unf,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
3 bedroom pet friendly apartments jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
all in cost of renting in jacksonville,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartment application fees jacksonville,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartment vs townhome renting,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for commuters jacksonville,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for graduate students jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for pet owners jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for remote workers jacksonville,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for travel nurses jacksonville,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments for young professionals jacksonville,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments in east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Generated (AEO)
apartments in kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments in st johns town center,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments jacksonville under 1200,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No article intent,Generated (AEO)
apartments jacksonville under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No article intent,Generated (AEO)
apartments jacksonville under 2000,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Jacksonville,Yes,Yes,T2,4,Long Tail,No,No article intent,Generated (AEO)
apartments near beach blvd,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments near jacksonville beaches,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments that allow large dogs jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Generated (AEO)
apartments with dog park east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Generated (AEO)
apartments with dog park jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with dog park kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with garages east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,5,Long Tail,No,Wrong market/submarket,Generated (AEO)
apartments with garages jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with garages kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with in unit washer and dryer east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,9,Long Tail,No,Wrong market/submarket,Generated (AEO)
apartments with in unit washer and dryer jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with in unit washer and dryer kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with move in specials jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with pet wash station east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,7,Long Tail,No,Wrong market/submarket,Generated (AEO)
apartments with pet wash station jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with pet wash station kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with resort style pool east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,7,Long Tail,No,Wrong market/submarket,Generated (AEO)
apartments with resort style pool jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with resort style pool kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with same day approval jacksonville,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with two fitness centers east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,7,Long Tail,No,Wrong market/submarket,Generated (AEO)
apartments with two fitness centers jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with two fitness centers kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with two pools east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Generated (AEO)
apartments with two pools jacksonville,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with two pools kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of beach blvd,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of jacksonville beaches,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of mayo clinic,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of st johns town center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of unf,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Generated (AEO)
average rent kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent st johns town center,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in jacksonville for commuters,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in jacksonville for graduate students,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in jacksonville for pet owners,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in jacksonville for remote workers,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in jacksonville for travel nurses,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in jacksonville for young professionals,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near beach blvd,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near jacksonville beaches,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near mayo clinic,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near st johns town center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near unf,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best time of year to rent in jacksonville,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Jacksonville,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments east arlington,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,4,Long Tail,No,Wrong market/submarket,Generated (AEO)
cheap apartments kernan blvd,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near beach blvd,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near jacksonville beaches,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near mayo clinic,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near st johns town center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near unf,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Jacksonville,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments st johns town center,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Jacksonville,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
ciel jax pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Ciel Jax),Jacksonville,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
ciel jax reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Ciel Jax),Jacksonville,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
ciel jax vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Ciel Jax),Jacksonville,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from east arlington to beach blvd,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,7,Long Tail,No,Wrong market/submarket,Generated (AEO)
commute from east arlington to jacksonville beaches,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,7,Long Tail,No,Wrong market/submarket,Generated (AEO)
commute from east arlington to mayo clinic,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,7,Long Tail,No,Wrong market/submarket,Generated (AEO)
commute from east arlington to st johns town center,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,9,Long Tail,No,Wrong market/submarket,Generated (AEO)
commute from east arlington to unf,0,0,0.0,0.0,Very Easy,Commercial,Out of Market,Jacksonville,Yes,Yes,T2,6,Long Tail,No,Wrong market/submarket,Generated (AEO)
corporate housing jacksonville,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Jacksonville,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
does lux at sorrel have a pool,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
does sorrel have a pool,0,0,0.0,0.0,Very Easy,Navigational,Branded,Jacksonville,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
drift at town center east pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Drift at Town Center East),Jacksonville,Yes,Yes,T2,6,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
